sample_id,frame_index,left_visibility,left_x,left_y,right_visibility,right_x,right_y,scene_flags,annotator_confidence,notes
karsl_test_s02_sign0171_repfirst,29,VISIBLE,,,VISIBLE,,,,HIGH,Preselected bilateral control; both physical hands are visible in the source frame.
karsl_test_s02_sign0171_repfirst,30,VISIBLE,,,VISIBLE,,,,HIGH,Preselected bilateral control; both physical hands are visible in the source frame.
karsl_test_s02_sign0171_repfirst,31,VISIBLE,,,VISIBLE,,,,HIGH,Preselected bilateral control; both physical hands are visible in the source frame.
karsl_test_s02_sign0171_repfirst,32,VISIBLE,,,VISIBLE,,,,HIGH,Preselected bilateral control; both physical hands are visible in the source frame.
karsl_test_s02_sign0171_repfirst,33,VISIBLE,,,VISIBLE,,,,HIGH,Preselected bilateral control; both physical hands are visible in the source frame.
karsl_test_s02_sign0171_repfirst,34,VISIBLE,,,VISIBLE,,,,HIGH,Preselected bilateral control; both physical hands are visible in the source frame.
karsl_test_s02_sign0171_repfirst,35,VISIBLE,,,VISIBLE,,,,HIGH,Preselected bilateral control; both physical hands are visible in the source frame.
karsl_test_s02_sign0171_repfirst,36,VISIBLE,,,VISIBLE,,,,HIGH,Preselected bilateral control; both physical hands are visible in the source frame.
karsl_test_s02_sign0171_repfirst,37,VISIBLE,,,VISIBLE,,,,HIGH,Preselected bilateral control; both physical hands are visible in the source frame.
karsl_test_s02_sign0171_repfirst,38,VISIBLE,,,VISIBLE,,,,HIGH,Preselected bilateral control; both physical hands are visible in the source frame.
karsl_test_s02_sign0171_repfirst,39,VISIBLE,,,VISIBLE,,,,HIGH,Preselected bilateral control; both physical hands are visible in the source frame.
karsl_test_s02_sign0171_repfirst,40,VISIBLE,,,VISIBLE,,,,HIGH,Preselected bilateral control; both physical hands are visible in the source frame.
karsl_test_s02_sign0171_repfirst,41,VISIBLE,,,VISIBLE,,,,HIGH,Preselected bilateral control; both physical hands are visible in the source frame.
karsl_test_s02_sign0171_repfirst,42,VISIBLE,,,VISIBLE,,,,HIGH,Preselected bilateral control; both physical hands are visible in the source frame.
karsl_test_s02_sign0171_repfirst,43,VISIBLE,,,VISIBLE,,,,HIGH,Preselected bilateral control; both physical hands are visible in the source frame.
karsl_test_s02_sign0171_repfirst,44,VISIBLE,,,VISIBLE,,,,HIGH,Preselected bilateral control; both physical hands are visible in the source frame.
karsl_test_s02_sign0171_repfirst,45,VISIBLE,,,VISIBLE,,,,HIGH,Preselected bilateral control; both physical hands are visible in the source frame.
karsl_test_s02_sign0171_repfirst,46,VISIBLE,,,VISIBLE,,,,HIGH,Preselected bilateral control; both physical hands are visible in the source frame.
karsl_test_s02_sign0171_repfirst,47,VISIBLE,,,VISIBLE,,,,HIGH,Preselected bilateral control; both physical hands are visible in the source frame.
karsl_test_s02_sign0171_repfirst,48,VISIBLE,,,VISIBLE,,,,HIGH,Preselected bilateral control; both physical hands are visible in the source frame.
karsl_test_s02_sign0171_repfirst,49,VISIBLE,,,VISIBLE,,,,HIGH,Preselected bilateral control; both physical hands are visible in the source frame.
karsl_test_s02_sign0171_repfirst,50,VISIBLE,,,VISIBLE,,,,HIGH,Preselected bilateral control; both physical hands are visible in the source frame.
karsl_test_s02_sign0171_repfirst,51,VISIBLE,,,VISIBLE,,,,HIGH,Preselected bilateral control; both physical hands are visible in the source frame.
karsl_test_s02_sign0171_repfirst,52,VISIBLE,,,VISIBLE,,,,HIGH,Preselected bilateral control; both physical hands are visible in the source frame.
karsl_test_s02_sign0171_repfirst,53,VISIBLE,,,VISIBLE,,,,HIGH,Preselected bilateral control; both physical hands are visible in the source frame.
karsl_test_s02_sign0171_repfirst,54,VISIBLE,,,VISIBLE,,,,HIGH,Preselected bilateral control; both physical hands are visible in the source frame.
karsl_test_s02_sign0171_repfirst,55,VISIBLE,,,VISIBLE,,,,HIGH,Preselected bilateral control; both physical hands are visible in the source frame.
karsl_test_s02_sign0171_repfirst,56,VISIBLE,,,VISIBLE,,,,HIGH,Preselected bilateral control; both physical hands are visible in the source frame.
karsl_test_s02_sign0171_repfirst,57,VISIBLE,,,VISIBLE,,,,HIGH,Preselected bilateral control; both physical hands are visible in the source frame.
karsl_test_s02_sign0171_repfirst,58,VISIBLE,,,VISIBLE,,,,HIGH,Preselected bilateral control; both physical hands are visible in the source frame.
karsl_test_s02_sign0171_repfirst,59,VISIBLE,,,VISIBLE,,,,HIGH,Preselected bilateral control; both physical hands are visible in the source frame.
karsl_test_s02_sign0171_repfirst,60,VISIBLE,,,VISIBLE,,,,HIGH,Preselected bilateral control; both physical hands are visible in the source frame.
karsl_test_s02_sign0171_repfirst,61,VISIBLE,,,VISIBLE,,,,HIGH,Preselected bilateral control; both physical hands are visible in the source frame.
karsl_test_s02_sign0171_repfirst,62,VISIBLE,,,VISIBLE,,,,HIGH,Preselected bilateral control; both physical hands are visible in the source frame.
karsl_test_s02_sign0171_repfirst,63,VISIBLE,,,VISIBLE,,,,HIGH,Preselected bilateral control; both physical hands are visible in the source frame.
karsl_test_s02_sign0171_repfirst,64,VISIBLE,,,VISIBLE,,,,HIGH,Preselected bilateral control; both physical hands are visible in the source frame.
karsl_test_s02_sign0171_repfirst,65,VISIBLE,,,VISIBLE,,,,HIGH,Preselected bilateral control; both physical hands are visible in the source frame.
karsl_test_s02_sign0171_repfirst,66,VISIBLE,,,VISIBLE,,,,HIGH,Preselected bilateral control; both physical hands are visible in the source frame.
karsl_test_s01_sign0171_repfirst,0,VISIBLE,,,VISIBLE,,,,HIGH,Preselected bilateral control; both physical hands are visible.
karsl_test_s01_sign0171_repfirst,1,VISIBLE,,,VISIBLE,,,,HIGH,Preselected bilateral control; both physical hands are visible.
karsl_test_s01_sign0171_repfirst,2,VISIBLE,,,VISIBLE,,,,HIGH,Preselected bilateral control; both physical hands are visible.
karsl_test_s01_sign0171_repfirst,3,VISIBLE,,,VISIBLE,,,,HIGH,Preselected bilateral control; both physical hands are visible.
karsl_test_s01_sign0171_repfirst,4,VISIBLE,,,VISIBLE,,,,HIGH,Preselected bilateral control; both physical hands are visible.
karsl_test_s01_sign0171_repfirst,5,VISIBLE,,,VISIBLE,,,,HIGH,Preselected bilateral control; both physical hands are visible.
karsl_test_s01_sign0171_repfirst,6,VISIBLE,,,VISIBLE,,,,HIGH,Preselected bilateral control; both physical hands are visible.
karsl_test_s01_sign0171_repfirst,7,VISIBLE,,,VISIBLE,,,,HIGH,Preselected bilateral control; both physical hands are visible.
karsl_test_s01_sign0171_repfirst,8,VISIBLE,,,VISIBLE,,,,HIGH,Preselected bilateral control; both physical hands are visible.
karsl_test_s01_sign0171_repfirst,9,VISIBLE,,,VISIBLE,,,,HIGH,Preselected bilateral control; both physical hands are visible.
karsl_test_s01_sign0171_repfirst,10,VISIBLE,,,VISIBLE,,,,HIGH,Preselected bilateral control; both physical hands are visible.
karsl_test_s01_sign0171_repfirst,11,VISIBLE,,,VISIBLE,,,,HIGH,Preselected bilateral control; both physical hands are visible.
karsl_test_s01_sign0171_repfirst,12,VISIBLE,,,VISIBLE,,,HAND_CROSSING,MEDIUM,Preselected bilateral control; both hands remain visible during stable hand contact.
karsl_test_s01_sign0171_repfirst,13,VISIBLE,,,VISIBLE,,,HAND_CROSSING,MEDIUM,Preselected bilateral control; both hands remain visible during stable hand contact.
karsl_test_s01_sign0171_repfirst,14,VISIBLE,,,VISIBLE,,,HAND_CROSSING,MEDIUM,Preselected bilateral control; both hands remain visible during stable hand contact.
karsl_test_s01_sign0171_repfirst,15,VISIBLE,,,VISIBLE,,,HAND_CROSSING,MEDIUM,Preselected bilateral control; both hands remain visible during stable hand contact.
karsl_test_s01_sign0171_repfirst,16,VISIBLE,,,VISIBLE,,,HAND_CROSSING,MEDIUM,Preselected bilateral control; both hands remain visible during stable hand contact.
karsl_test_s01_sign0171_repfirst,17,VISIBLE,,,VISIBLE,,,HAND_CROSSING,MEDIUM,Preselected bilateral control; both hands remain visible during stable hand contact.
karsl_test_s01_sign0171_repfirst,18,VISIBLE,,,VISIBLE,,,HAND_CROSSING,MEDIUM,Preselected bilateral control; both hands remain visible during stable hand contact.
karsl_test_s01_sign0171_repfirst,19,VISIBLE,,,VISIBLE,,,HAND_CROSSING,MEDIUM,Preselected bilateral control; both hands remain visible during stable hand contact.
karsl_test_s01_sign0171_repfirst,20,VISIBLE,,,VISIBLE,,,HAND_CROSSING,MEDIUM,Preselected bilateral control; both hands remain visible during stable hand contact.
karsl_test_s01_sign0171_repfirst,21,VISIBLE,,,VISIBLE,,,HAND_CROSSING,MEDIUM,Preselected bilateral control; both hands remain visible during stable hand contact.
karsl_test_s01_sign0171_repfirst,22,VISIBLE,,,VISIBLE,,,HAND_CROSSING,MEDIUM,Preselected bilateral control; both hands remain visible during stable hand contact.
karsl_test_s01_sign0171_repfirst,23,VISIBLE,,,VISIBLE,,,HAND_CROSSING,MEDIUM,Preselected bilateral control; both hands remain visible during stable hand contact.
karsl_test_s01_sign0171_repfirst,24,VISIBLE,,,VISIBLE,,,HAND_CROSSING,MEDIUM,Preselected bilateral control; both hands remain visible during stable hand contact.
karsl_test_s01_sign0171_repfirst,25,VISIBLE,,,VISIBLE,,,HAND_CROSSING,MEDIUM,Preselected bilateral control; both hands remain visible during stable hand contact.
karsl_test_s01_sign0171_repfirst,26,VISIBLE,,,VISIBLE,,,HAND_CROSSING,MEDIUM,Preselected bilateral control; both hands remain visible during stable hand contact.
karsl_test_s01_sign0171_repfirst,27,VISIBLE,,,VISIBLE,,,HAND_CROSSING,MEDIUM,Preselected bilateral control; both hands remain visible during stable hand contact.
karsl_test_s01_sign0171_repfirst,28,VISIBLE,,,VISIBLE,,,HAND_CROSSING,MEDIUM,Preselected bilateral control; both hands remain visible during stable hand contact.
karsl_test_s01_sign0171_repfirst,29,VISIBLE,,,VISIBLE,,,HAND_CROSSING,MEDIUM,Preselected bilateral control; both hands remain visible during stable hand contact.
karsl_test_s01_sign0171_repfirst,30,VISIBLE,,,VISIBLE,,,HAND_CROSSING,MEDIUM,Preselected bilateral control; both hands remain visible during stable hand contact.
karsl_test_s01_sign0171_repfirst,31,VISIBLE,,,VISIBLE,,,HAND_CROSSING,MEDIUM,Preselected bilateral control; both hands remain visible during stable hand contact.
karsl_test_s01_sign0171_repfirst,32,VISIBLE,,,VISIBLE,,,HAND_CROSSING,MEDIUM,Preselected bilateral control; both hands remain visible during stable hand contact.
karsl_test_s01_sign0171_repfirst,33,VISIBLE,,,VISIBLE,,,HAND_CROSSING,MEDIUM,Preselected bilateral control; both hands remain visible during stable hand contact.
karsl_test_s01_sign0171_repfirst,34,VISIBLE,,,VISIBLE,,,HAND_CROSSING,MEDIUM,Preselected bilateral control; both hands remain visible during stable hand contact.
karsl_test_s01_sign0171_repfirst,35,VISIBLE,,,VISIBLE,,,HAND_CROSSING,MEDIUM,Preselected bilateral control; both hands remain visible during stable hand contact.
karsl_test_s01_sign0171_repfirst,36,VISIBLE,,,VISIBLE,,,HAND_CROSSING,MEDIUM,Preselected bilateral control; both hands remain visible during stable hand contact.
karsl_test_s01_sign0171_repfirst,37,VISIBLE,,,VISIBLE,,,HAND_CROSSING,MEDIUM,Preselected bilateral control; both hands remain visible during stable hand contact.
karsl_test_s01_sign0171_repfirst,38,VISIBLE,,,VISIBLE,,,HAND_CROSSING,MEDIUM,Preselected bilateral control; both hands remain visible during stable hand contact.
karsl_test_s01_sign0171_repfirst,39,VISIBLE,,,VISIBLE,,,HAND_CROSSING,MEDIUM,Preselected bilateral control; both hands remain visible during stable hand contact.
karsl_test_s01_sign0171_repfirst,40,VISIBLE,,,VISIBLE,,,HAND_CROSSING,MEDIUM,Preselected bilateral control; both hands remain visible during stable hand contact.
karsl_test_s01_sign0171_repfirst,41,VISIBLE,,,VISIBLE,,,HAND_CROSSING,MEDIUM,Preselected bilateral control; both hands remain visible during stable hand contact.
karsl_test_s01_sign0171_repfirst,42,VISIBLE,,,VISIBLE,,,HAND_CROSSING,MEDIUM,Preselected bilateral control; both hands remain visible during stable hand contact.
karsl_test_s01_sign0171_repfirst,43,VISIBLE,,,VISIBLE,,,HAND_CROSSING,MEDIUM,Preselected bilateral control; both hands remain visible during stable hand contact.
karsl_test_s01_sign0171_repfirst,44,VISIBLE,,,VISIBLE,,,HAND_CROSSING,MEDIUM,Preselected bilateral control; both hands remain visible during stable hand contact.
karsl_test_s01_sign0171_repfirst,45,VISIBLE,,,VISIBLE,,,HAND_CROSSING,MEDIUM,Preselected bilateral control; both hands remain visible during stable hand contact.
karsl_test_s01_sign0171_repfirst,46,VISIBLE,,,VISIBLE,,,HAND_CROSSING,MEDIUM,Preselected bilateral control; both hands remain visible during stable hand contact.
karsl_test_s01_sign0171_repfirst,47,VISIBLE,,,VISIBLE,,,HAND_CROSSING,MEDIUM,Preselected bilateral control; both hands remain visible during stable hand contact.
karsl_test_s01_sign0171_repfirst,48,VISIBLE,,,VISIBLE,,,HAND_CROSSING,MEDIUM,Preselected bilateral control; both hands remain visible during stable hand contact.
karsl_test_s01_sign0171_repfirst,49,VISIBLE,,,VISIBLE,,,HAND_CROSSING,MEDIUM,Preselected bilateral control; both hands remain visible during stable hand contact.
karsl_test_s01_sign0171_repfirst,50,VISIBLE,,,VISIBLE,,,HAND_CROSSING,MEDIUM,Preselected bilateral control; both hands remain visible during stable hand contact.
karsl_test_s01_sign0171_repfirst,51,VISIBLE,,,VISIBLE,,,HAND_CROSSING,MEDIUM,Preselected bilateral control; both hands remain visible during stable hand contact.
karsl_test_s01_sign0171_repfirst,52,VISIBLE,,,VISIBLE,,,HAND_CROSSING,MEDIUM,Preselected bilateral control; both hands remain visible during stable hand contact.
karsl_test_s01_sign0171_repfirst,53,VISIBLE,,,VISIBLE,,,HAND_CROSSING,MEDIUM,Preselected bilateral control; both hands remain visible during stable hand contact.
karsl_test_s01_sign0171_repfirst,54,VISIBLE,,,VISIBLE,,,HAND_CROSSING,MEDIUM,Preselected bilateral control; both hands remain visible during stable hand contact.
karsl_test_s01_sign0171_repfirst,55,VISIBLE,,,VISIBLE,,,HAND_CROSSING,MEDIUM,Preselected bilateral control; both hands remain visible during stable hand contact.
karsl_test_s01_sign0171_repfirst,56,VISIBLE,,,VISIBLE,,,HAND_CROSSING,MEDIUM,Preselected bilateral control; both hands remain visible during stable hand contact.
karsl_test_s01_sign0171_repfirst,57,VISIBLE,,,VISIBLE,,,HAND_CROSSING,MEDIUM,Preselected bilateral control; both hands remain visible during stable hand contact.
karsl_test_s01_sign0171_repfirst,58,VISIBLE,,,VISIBLE,,,HAND_CROSSING,MEDIUM,Preselected bilateral control; both hands remain visible during stable hand contact.
karsl_test_s01_sign0171_repfirst,59,VISIBLE,,,VISIBLE,,,HAND_CROSSING,MEDIUM,Preselected bilateral control; both hands remain visible during stable hand contact.
karsl_test_s01_sign0171_repfirst,60,VISIBLE,,,VISIBLE,,,HAND_CROSSING,MEDIUM,Preselected bilateral control; both hands remain visible during stable hand contact.
karsl_test_s01_sign0171_repfirst,61,VISIBLE,,,VISIBLE,,,HAND_CROSSING,MEDIUM,Preselected bilateral control; both hands remain visible during stable hand contact.
karsl_test_s01_sign0171_repfirst,62,VISIBLE,,,VISIBLE,,,HAND_CROSSING,MEDIUM,Preselected bilateral control; both hands remain visible during stable hand contact.
karsl_test_s01_sign0171_repfirst,63,VISIBLE,,,VISIBLE,,,HAND_CROSSING,MEDIUM,Preselected bilateral control; both hands remain visible during stable hand contact.
karsl_test_s01_sign0171_repfirst,64,VISIBLE,,,VISIBLE,,,HAND_CROSSING,MEDIUM,Preselected bilateral control; both hands remain visible during stable hand contact.
karsl_test_s01_sign0171_repfirst,65,VISIBLE,,,VISIBLE,,,HAND_CROSSING,MEDIUM,Preselected bilateral control; both hands remain visible during stable hand contact.
karsl_test_s01_sign0171_repfirst,66,VISIBLE,,,VISIBLE,,,HAND_CROSSING,MEDIUM,Preselected bilateral control; both hands remain visible during stable hand contact.
karsl_test_s01_sign0171_repfirst,67,VISIBLE,,,VISIBLE,,,HAND_CROSSING,MEDIUM,Preselected bilateral control; both hands remain visible during stable hand contact.
karsl_test_s01_sign0171_repfirst,68,VISIBLE,,,VISIBLE,,,HAND_CROSSING,MEDIUM,Preselected bilateral control; both hands remain visible during stable hand contact.
karsl_test_s01_sign0171_repfirst,69,VISIBLE,,,VISIBLE,,,HAND_CROSSING,MEDIUM,Preselected bilateral control; both hands remain visible during stable hand contact.
karsl_test_s01_sign0171_repfirst,70,VISIBLE,,,VISIBLE,,,HAND_CROSSING,MEDIUM,Preselected bilateral control; both hands remain visible during stable hand contact.
karsl_test_s01_sign0171_repfirst,71,VISIBLE,,,VISIBLE,,,HAND_CROSSING,MEDIUM,Preselected bilateral control; both hands remain visible during stable hand contact.
karsl_test_s01_sign0171_repfirst,72,VISIBLE,,,VISIBLE,,,HAND_CROSSING,MEDIUM,Preselected bilateral control; both hands remain visible during stable hand contact.
karsl_test_s01_sign0171_repfirst,73,VISIBLE,,,VISIBLE,,,HAND_CROSSING,MEDIUM,Preselected bilateral control; both hands remain visible during stable hand contact.
karsl_test_s01_sign0171_repfirst,74,VISIBLE,,,VISIBLE,,,HAND_CROSSING,MEDIUM,Preselected bilateral control; both hands remain visible during stable hand contact.
karsl_test_s01_sign0171_repfirst,75,VISIBLE,,,VISIBLE,,,HAND_CROSSING,MEDIUM,Preselected bilateral control; both hands remain visible during stable hand contact.
karsl_test_s01_sign0171_repfirst,76,VISIBLE,,,VISIBLE,,,HAND_CROSSING,MEDIUM,Preselected bilateral control; both hands remain visible during stable hand contact.
karsl_test_s01_sign0171_repfirst,77,VISIBLE,,,VISIBLE,,,HAND_CROSSING,MEDIUM,Preselected bilateral control; both hands remain visible during stable hand contact.
karsl_test_s01_sign0171_repfirst,78,VISIBLE,,,VISIBLE,,,HAND_CROSSING,MEDIUM,Preselected bilateral control; both hands remain visible during stable hand contact.
karsl_test_s01_sign0171_repfirst,79,VISIBLE,,,VISIBLE,,,HAND_CROSSING,MEDIUM,Preselected bilateral control; both hands remain visible during stable hand contact.
karsl_test_s01_sign0171_repfirst,80,VISIBLE,,,VISIBLE,,,HAND_CROSSING,MEDIUM,Preselected bilateral control; both hands remain visible during stable hand contact.
